Question,Answer,qtype
[PubMed] COPD exacerbation management [27],"PURPOSE: COPD action plans (APs) are integral to self-management and recommended 
across clinical practice guidelines, but primary care provider and patient usage 
remain low. Given that uptake is influenced by content, format, and development 
methods, we sought to collect a broad sample of existing COPD APs and to analyze 
these characteristics.
MATERIALS AND METHODS: We collected English language COPD APs from: 1) an 
internet search; 2) international COPD guidelines; 3) pulmonary/COPD 
organizations and experts; and 4) published randomized controlled trials (RCTs) 
evaluating COPD APs. For each AP, we described background information, 
development methods and any available evaluation data. We used guideline-based 
and inductively-derived criteria for AP content analysis. For format analysis, 
we applied recognized evidence-based formatting standards for printed 
educational material. We also calculated the Flesch-Kincaid readability scores.
RESULTS: We identified 63 unique COPD APs from seven countries. Information on 
the development methods was available in only seven (11%) APs, and only one 
included patients in development. 4/58 (7%) APs identified from sources other 
than RCTs had been formally evaluated (all as part of larger complex 
interventions). In AP content, we found inconsistency in definitions for the 
action point requiring treatment, in treatment instructions (eg medication 
options, doses, and duration), and in lifestyle/behavior change cues. Formatting 
across APs was also variable, and APs met a mean of only 5.4 ± 1.2 out of 8 core 
formatting principles for printed education material design. The average 
Flesch-Kincaid grade level was 6.5 ± 1.6.
CONCLUSION: COPD APs are recommended across guidelines but are seldom 
implemented. Our novel analysis of internationally available COPD APs reveals 
that there are several intrinsic factors related to their development, 
evaluation, content, and format that may be contributing to this care gap. A 
u",Research
[PubMed] COPD exacerbation management [28],"Conflict of interest statement: IY, RT, and AK have no conflicts to declare. DDS 
has received honoraria from GSK and AstraZeneca, as well as funding for an 
investigator initiated study from Uniquity Bio. DDM has provided consultancy for 
Alberta Health Services, Canadian Foundation for Healthcare Improvement, Health 
Canada, Lung Saskatchewan, Ontario Ministry of Health and Long-term Care, 
Saskatchewan Ministry of Health, Saskatchewan Health Authority, Yukon Health and 
Social Services. He has received research funding (held and managed by 
University of Saskatchewan) AstraZeneca, Boehringer Ingelheim, Canadian 
Institute of Health Research, GSK, Grifols, Lung Association of Saskatchewan, 
Lung Health Institute of Canada, McGill University, Novartis, Sanofi, 
Saskatchewan Health Research Foundation, Schering-Plough. He is an employee of 
the University of Saskatchewan. SG invented a computerized decision support 
system for respiratory disease care. The authors report no other conflicts of 
interest in this work.",Research
[PubMed] COPD exacerbation management [29],"Research Progress on Traditional Chinese Medicine Preparations in Respiratory 
Inflammatory Diseases.",Research
[PubMed] COPD exacerbation management [30],"Author information:
(1)Department of Rehabilitation, Jilin Academy of Chinese Medicine Sciences, 
Changchun, 130022, People's Republic of China.
(2)Clinical Drug Trial Institution, Jilin Academy of Chinese Medicine Sciences, 
Changchun, 130022, People's Republic of China.
(3)Department of Geriatrics, Jilin Academy of Chinese Medicine Sciences, 
Changchun, 130022, People's Republic of China.",Research
[PubMed] COPD exacerbation management [31],"The global burden of respiratory inflammatory diseases, such as asthma, chronic 
bronchitis, and chronic obstructive pulmonary disease (COPD), continues to rise, 
highlighting the urgent need for safer and more effective therapeutic 
strategies. Conventional treatments provide symptomatic relief but remain 
limited by adverse effects, tolerance, and incomplete resolution of 
inflammation. In recent years, traditional Chinese medicine (TCM) formulations 
have gained growing attention as promising complementary or alternative 
approaches due to their holistic and multi-targeted pharmacological actions. 
This review summarizes current preclinical and clinical evidence on the 
application of classical TCM preparations-including Xuebijing, Qingkailing, 
Xiyanping, Tanreqing, Chuankezhi, Shuanghuanglian, and Yejuhua injections-in the 
management of respiratory inflammatory diseases. These herbal treatments exhibit 
significant anti-inflammatory, antioxidative, and immunomodulatory effects 
through modulation of key signaling pathways such as NF-κB, MAPK, and TLRs. 
Importantly, clinical studies suggest that these TCM preparations can alleviate 
respiratory symptoms, reduce disease exacerbations, and enhance patient quality 
of life, highlighting their potential clinical significance and translational 
value in managing respiratory inflammatory diseases.",Research
[PubMed] COPD exacerbation management [32],"9. Int J Chron Obstruct Pulmon Dis. 2026 Mar 17;21:531521. doi: 
10.2147/COPD.S531521. eCollection 2026.",Research
[PubMed] COPD exacerbation management [33],"Author information:
(1)School of Gongli Hospital Medical Technology, University of Shanghai for 
Science and Technology, Shanghai, People's Republic of China.
(2)Department of Pulmonary and Critical Care Medicine, Shanghai Pudong New Area 
Gongli Hospital, Shanghai, People's Republic of China.
(3)Department of Emergency Medicine, Shanghai Pudong New Area Gongli Hospital, 
Shanghai, People's Republic of China.",Research
[PubMed] COPD exacerbation management [34],"BACKGROUND: Chronic obstructive pulmonary disease (COPD) is a heterogeneous 
disease caused by multiple factors, with diverse clinical manifestations leading 
to varying treatment outcomes. Dysbiosis of the respiratory microbiome is one of 
the key contributors to this variability.
OBJECTIVE AND METHODS: Due to differences in microbial detection technologies 
and sample collection methods, studies on the characteristics of respiratory 
prokaryotic microbiota and how these microbes influence host functions in COPD 
patients have yielded variable results. In this review, we conducted a 
comprehensive search of relevant literature from PubMed, ScienceDirect, and 
Elsevier, summarizing studies on the characteristics and functional analyses of 
prokaryotic microbiota under various technical approaches. The goal was to 
identify common patterns of microbiota changes in COPD across different disease 
states, as well as individual microbial influences on host functions.
RESULTS: Compared with healthy adults, in stable-phase COPD patients, the 
relative abundance of Prevotella species in the Bacteroidetes phylum is 
significantly reduced. During acute exacerbations, the predominant microbiota is 
composed of Moraxella, Haemophilus, and Streptococcus species from the 
Proteobacteria and Firmicutes phyla. Clinical indicators in COPD patients are 
correlated with the abundance of Streptococcus (Firmicutes) and Prevotella 
(Bacteroidetes) species. Furthermore, the different phyla of respiratory 
prokaryotic microbiota are associated with innate immunity, metabolism, and 
inflammation factors related to COPD.
CONCLUSION: This review summarizes evidence on dynamic changes in the airway 
prokaryotic microbiome during COPD progression. It highlights the dual role of 
these microbial changes as biomarkers of disease progression and modifiable 
targets for personalized care. Observed patterns-such as reduced Prevotella 
abundance in stable disease and the dominance of Moraxella, Haemo",Research
[PubMed] COPD exacerbation management [35],"Conflict of interest statement: The author declare that they have no competing 
interests in this work.",Research
[PubMed] COPD exacerbation management [36],"10. Curr Vasc Pharmacol. 2026 Mar 17. doi: 10.2174/0115701611418539260124113737. 
Online ahead of print.",Research
[PubMed] COPD exacerbation management [37],"Author information:
(1)Athens University School of Medicine, Athens, Greece.
(2)Hippokrateio General Hospital of Athens, Athens, Greece.
(3)Elpis General Hospital, Athens, Greece.
(4)Aiginiteio University Hospital, Athens, Greece.",Research
[PubMed] COPD exacerbation management [38],"Chronic obstructive pulmonary disease (COPD) remains a significant global public 
health challenge, plagued by substantial morbidity and mortality worldwide; it 
is one of the main causes of death worldwide, especially during episodes of 
severe exacerbation. There is a higher COPD burden noted in regions with high 
smoking prevalence, air pollution, and faster socioeconomic development. There 
is also a high number of cardiovascular (CV) comorbidities among these patients, 
pointing to a need for routine CV screening in such circumstances. These two 
diseases, COPD and CV disease (CVD), are associated via an intricate and 
multifactorial interplay characterized by convergent risk factors, systemic 
inflammation, and interlinked pathophysiological mechanisms, with 
atherosclerosis being a principal inflammatory process linking these two 
disorders, driven by systemic inflammation, oxidative stress, and endothelial 
dysfunction. Importantly, despite the fact that CVD is common in COPD, it 
remains underdiagnosed and undertreated due to overlapping respiratory and 
cardiac symptomatology. The latter issue is accentuated in the case of heart 
failure (HF) and coronary artery disease (CAD), whereby HF atypical symptoms may 
mimic the clinical picture of COPD exacerbation and CAD presenting with atypical 
symptomatology such as dyspnea on exertion and/or fatigue, which may point to 
HF/COPD worsening. Thus, a structured CV assessment and management following 
exacerbations of COPD is needed in order to identify CAD and/or other new heart 
disease in these patients and guide appropriate management. These issues are 
discussed with relevant metaanalyses and key guidelines tabulated, and the 
involved interrelated mechanisms are pictorially illustrated.",Research
[PubMed] lupus hydroxychloroquine [1],"Association of systemic lupus erythematosus, Niemann-Pick disease type B, and 
probable granulomatosis with polyangiitis: A case report.",Research
[PubMed] lupus hydroxychloroquine [2],"Author information:
(1)Biochemistry Laboratory, Hospital Farhat Hached, Sousse, Faculty of Medicine 
of Sousse,Sousse University, Tunisia.
(2)Internal Medicine Department, Hospital Farhat Hached, Sousse, Faculty of 
Medicine of Sousse,Sousse University, Tunisia.
(3)Biochemistry Laboratory, Farhat Hached University Hospital, Monastir 
University, Faculty of Pharmacy of Monastir, Tunisia.",Research
[PubMed] lupus hydroxychloroquine [3],"INTRODUCTION: Niemann-Pick disease type B (NPD B) is a rare autosomal recessive 
disorder. It is clinically characterized by hepatosplenomegaly, interstitial 
lung disease, and thrombocytopenia. Its clinical features may overlap with those 
of autoimmune diseases such as Systemic Lupus Erythematosus (SLE) and 
Granulomatosis with Polyangiitis (GPA).
OBSERVATION: In this context, we report the first documented case of a 
51-year-old woman presenting with the association of NPD B, SLE, and probable 
GPA. Clinically, the patient exhibited dyspnea, severe anemia, 
hepatosplenomegaly, Jaccoud's arthropathy, and crusted rhinitis. Laboratory 
tests were positive for antinuclear antibodies and anti-neutrophil cytoplasmic 
antigens. Radiological examinations showed interstitial pneumonia and 
pansinusitis. NPD B was suspected based on the presence of sea-blue histiocytes 
in bone marrow biopsy and confirmed by sphingomyelinase deficiency. After six 
months of corticosteroid and hydroxychloroquine therapy, the patient showed 
significant improvement.
CONCLUSION: This case highlights the importance of considering rare diseases in 
differential diagnosis, even when clinical signs suggest more common conditions.",Research
